Order,ID,ComparisonStim,StandardPos,DurationFixCrossSecs,Repetition,Response,BrightnessJudgement
43,4,0.4875,left,1.54860505824589,7,,darker
44,5,0.5,left,1.24779783644216,8,,darker
45,8,0.5375,left,1.56096418648652,8,,brighter
46,7,0.525,left,1.43215248506702,3,,brighter
47,3,0.475,left,1.72016653059303,5,,brighter
48,8,0.5375,right,1.77706753418297,9,,brighter
49,2,0.4625,right,1.00947796582079,4,,darker
50,5,0.5,right,1.72433911252381,9,,darker
51,7,0.525,right,0.617649465724045,4,,brighter
52,9,0.55,right,1.62888380954221,8,,brighter
53,8,0.5375,right,1.19058190980216,10,,brighter
54,1,0.45,right,0.830283183003702,5,,darker
55,7,0.525,left,1.94643307149294,5,,brighter
56,9,0.55,left,1.42293356130828,9,,brighter
57,4,0.4875,right,1.95898206286876,8,,darker
58,2,0.4625,left,0.771865090875129,5,,darker
59,4,0.4875,right,1.76879954743669,9,,darker
60,2,0.4625,right,1.48266534067534,6,,darker
61,8,0.5375,left,0.893291745766859,11,,brighter
62,2,0.4625,right,0.729228896585607,7,,darker
63,9,0.55,left,1.66134992552895,10,,brighter
64,7,0.525,left,1.80330727517461,6,,brighter
65,8,0.5375,left,0.514017781061383,12,,brighter
66,4,0.4875,right,0.866440936587698,10,,darker
67,3,0.475,right,0.920808613275129,6,,darker
68,8,0.5375,left,1.26752854170272,13,,brighter
69,6,0.5125,right,0.841927080695691,3,,darker
70,1,0.45,left,0.517326232501104,6,,darker
71,8,0.5375,right,1.78828512748071,14,,brighter
72,8,0.5375,right,1.12816007987493,15,,brighter
73,4,0.4875,left,0.625944377429947,11,,darker
74,7,0.525,left,1.36061402921171,7,,brighter
75,9,0.55,left,1.81975778290567,11,,brighter
76,6,0.5125,right,0.75416536202429,4,,brighter
77,7,0.525,right,1.2721910016063,8,,brighter
78,5,0.5,right,1.39866176588423,10,,brighter
79,8,0.5375,left,1.24156269627304,16,,brighter
80,3,0.475,left,1.77439477579225,7,,darker
81,9,0.55,right,1.2704096276402,12,,brighter
82,7,0.525,left,1.12602675729837,9,,brighter
83,2,0.4625,right,0.666188295308574,8,,darker
84,2,0.4625,right,1.76145603957805,9,,darker
85,2,0.4625,left,0.901306949899587,10,,darker
86,3,0.475,left,1.2918806919317,8,,darker
87,9,0.55,right,0.829257055289208,13,,brighter
88,6,0.5125,left,0.962109210085833,5,,brighter
89,2,0.4625,right,1.28475760067253,11,,darker
90,8,0.5375,right,1.63905763902033,17,,brighter
91,5,0.5,right,1.42159452371828,11,,darker
92,5,0.5,right,0.744099826759914,12,,brighter
93,7,0.525,left,1.28397969957724,10,,brighter
94,6,0.5125,right,0.678694969723373,6,,brighter
95,7,0.525,right,0.767087412439014,11,,brighter
96,3,0.475,right,0.580591443535897,9,,darker
97,7,0.525,left,1.77280950727449,12,,brighter
98,6,0.5125,right,0.942191556420432,7,,brighter
99,4,0.4875,left,0.553126246895765,12,,brighter
100,2,0.4625,right,0.641933695186424,12,,darker
101,4,0.4875,left,1.76936293780319,13,,brighter
102,6,0.5125,left,0.644847170863057,8,,brighter
103,6,0.5125,left,1.50550219334818,9,,brighter
104,1,0.45,right,1.28823542845501,7,,darker
105,8,0.5375,left,0.625627521395699,18,,brighter
106,1,0.45,right,1.99540106261699,8,,darker
107,1,0.45,left,0.62424861954616,9,,darker
108,8,0.5375,right,1.16471113259084,19,,brighter
109,4,0.4875,left,1.43171744993049,14,,darker
110,9,0.55,right,0.789426039173249,14,,brighter
111,7,0.525,left,1.29776253793556,13,,brighter
112,3,0.475,left,1.29663844279156,10,,darker
113,3,0.475,left,1.24585979283551,11,,darker
114,7,0.525,left,1.57941993734393,14,,brighter
115,3,0.475,left,1.20349508751459,12,,brighter
116,9,0.55,right,1.0925314456164,15,,brighter
117,2,0.4625,right,1.66851233058405,13,,darker
118,5,0.5,left,1.0369468676924,13,,brighter
119,6,0.5125,left,0.747180521742891,10,,darker
120,5,0.5,left,1.26693109273205,14,,darker
121,6,0.5125,left,1.85066114720746,11,,brighter
122,6,0.5125,left,0.69660759079874,12,,brighter
123,2,0.4625,right,0.941070604408192,14,,darker
124,4,0.4875,left,1.63159183719069,15,,darker
125,3,0.475,right,1.18109883545994,13,,darker
126,3,0.475,right,1.76362490207741,14,,darker
127,1,0.45,left,1.46241405244906,10,,darker
128,3,0.475,left,0.562607240010042,15,,darker
129,4,0.4875,right,0.644029548127946,16,,darker
130,2,0.4625,left,1.18112522777606,15,,darker
131,9,0.55,right,1.38370223978822,16,,brighter
132,7,0.525,left,1.26279076445878,15,,brighter
133,5,0.5,right,1.58923454272223,15,,darker
134,9,0.55,right,1.33553892354682,17,,brighter
135,2,0.4625,right,0.762029523250996,16,,darker
136,1,0.45,right,1.51110729988834,11,,darker
137,5,0.5,right,1.62566598756652,16,,brighter
138,4,0.4875,right,1.13080762228287,17,,darker
139,3,0.475,left,1.63358631649614,16,,darker
140,4,0.4875,left,1.67538609190507,18,,darker
141,4,0.4875,left,1.99373998669121,19,,darker
142,3,0.475,left,1.08940503217869,17,,darker
143,2,0.4625,left,1.8257784391939,17,,darker
144,3,0.475,left,1.78446871630041,18,,darker
145,7,0.525,left,1.64921117334291,16,,brighter
146,2,0.4625,left,0.677138561360615,18,,darker
147,7,0.525,right,0.898390172246082,17,,brighter
148,2,0.4625,left,1.98190982278666,19,,darker
149,4,0.4875,left,1.53029419647251,20,,darker
150,5,0.5,right,1.72530291301247,17,,brighter
151,8,0.5375,left,1.43849075842085,20,,brighter
152,1,0.45,left,1.44449452853427,12,,darker
153,7,0.525,right,1.43079533524755,18,,brighter
154,2,0.4625,left,1.49071122520435,20,,darker
155,2,0.4625,left,1.87556001945167,21,,darker
156,7,0.525,right,0.757106106723504,19,,brighter
157,7,0.525,right,1.37183391988707,20,,brighter
158,1,0.45,left,1.15565681005591,13,,darker
159,2,0.4625,left,0.527049209150538,22,,darker
160,3,0.475,right,0.814983744498951,19,,darker
161,4,0.4875,right,1.05494044898109,21,,darker
162,4,0.4875,right,1.32885974508191,22,,darker
163,8,0.5375,right,1.81454173914107,21,,brighter
164,2,0.4625,left,1.11504221860209,23,,darker
165,6,0.5125,right,1.0479787855936,13,,brighter
166,8,0.5375,right,1.01326269824174,22,,brighter
167,3,0.475,right,1.74332102863351,20,,darker
168,6,0.5125,left,0.508515946101611,14,,brighter
169,6,0.5125,right,1.46233611032899,15,,brighter
170,7,0.525,left,1.30062162225254,21,,brighter
171,7,0.525,left,1.98076449711683,22,,brighter
172,2,0.4625,left,1.70742225359001,24,,darker
173,1,0.45,left,1.08835434097665,14,,darker
174,5,0.5,left,1.07705327495424,18,,darker
175,7,0.525,left,1.32306081366738,23,,brighter
176,2,0.4625,right,0.66352319379504,25,,darker
177,9,0.55,left,0.508542157379081,18,,brighter
178,4,0.4875,left,1.05823659365618,23,,darker
179,2,0.4625,left,1.01252463093083,26,,darker
180,8,0.5375,left,1.96927590748218,23,,brighter
181,1,0.45,left,0.703313196330833,15,,darker
182,9,0.55,left,1.96356390379757,19,,brighter
183,7,0.525,right,0.504125724045917,24,,brighter
184,7,0.525,right,0.907336872346814,25,,brighter
185,2,0.4625,right,0.980258159121203,27,,darker
186,8,0.5375,right,1.13334873877023,24,,brighter
187,6,0.5125,right,1.03857721553327,16,,brighter
188,6,0.5125,right,1.49234630051367,17,,brighter
189,8,0.5375,right,1.58440112793782,25,,brighter
190,6,0.5125,left,0.996679872463142,18,,brighter
191,9,0.55,right,1.87347342987283,20,,brighter
192,3,0.475,left,1.91908128895515,21,,darker
193,7,0.525,right,0.814700900404598,26,,brighter
194,2,0.4625,right,1.42672282121821,28,,darker
195,6,0.5125,left,1.60131630425061,19,,brighter
196,5,0.5,left,1.10742853473345,19,,darker
197,3,0.475,right,0.713893928744139,22,,darker
198,1,0.45,left,1.61408254063559,16,,darker
199,8,0.5375,left,0.784306880724366,26,,brighter
200,1,0.45,right,0.891096667950093,17,,darker
201,1,0.45,left,0.88051683213792,18,,darker
202,6,0.5125,right,1.6506219023874,20,,darker
203,8,0.5375,right,1.50496336354067,27,,brighter
204,7,0.525,right,0.966792887892389,27,,brighter
205,8,0.5375,left,1.31192912411424,28,,brighter
206,6,0.5125,right,1.99270176809424,21,,darker
207,7,0.525,left,0.679614047402573,28,,brighter
208,4,0.4875,left,1.24875736459726,24,,darker
209,2,0.4625,left,1.11960186644224,29,,darker
210,2,0.4625,right,1.97908290543751,30,,darker
211,6,0.5125,right,1.82136366129594,22,,brighter
212,2,0.4625,left,1.10741930630604,31,,darker
213,7,0.525,right,1.11958307665107,29,,darker
214,3,0.475,left,1.78088538710888,23,,darker
215,5,0.5,left,0.80163374226947,20,,darker
216,1,0.45,right,0.623327450902729,19,,darker
217,1,0.45,left,1.599004548681,20,,darker
218,5,0.5,left,1.42365945757975,21,,brighter
219,2,0.4625,left,1.34949609321967,32,,darker
220,1,0.45,left,1.46946852893851,21,,darker
221,8,0.5375,right,1.80330440640258,29,,brighter
222,5,0.5,right,0.529495401566398,22,,brighter
223,8,0.5375,right,0.851239508344636,30,,brighter
224,4,0.4875,right,0.874516434894426,25,,darker
225,5,0.5,left,0.882324349187373,23,,brighter
226,8,0.5375,left,1.2131883137033,31,,brighter
227,8,0.5375,left,1.90377725213295,32,,brighter
228,1,0.45,left,1.04774660640517,22,,darker
229,1,0.45,left,0.913608538735305,23,,darker
230,3,0.475,right,1.18275611502843,24,,darker
231,3,0.475,left,1.02603597644096,25,,darker
232,6,0.5125,right,0.628561901976439,23,,darker
233,9,0.55,left,1.4883981862685,21,,brighter
234,6,0.5125,right,0.94891059072282,24,,darker
235,3,0.475,left,1.90539333544742,26,,darker
236,5,0.5,left,1.06519909445991,24,,brighter
237,1,0.45,right,1.89600510968854,24,,darker
238,6,0.5125,right,1.65612007863982,25,,brighter
239,4,0.4875,left,1.67178533076243,26,,darker
240,1,0.45,left,0.854864713330642,25,,darker
241,5,0.5,right,1.17234544847951,25,,brighter
242,5,0.5,right,0.99292489162872,26,,darker
243,5,0.5,left,1.39574373022609,27,,darker
244,9,0.55,left,1.97850052318458,22,,brighter
245,4,0.4875,right,0.821334118157398,27,,darker
246,9,0.55,left,1.96674997021832,23,,brighter
247,1,0.45,left,1.29074781179679,26,,darker
248,3,0.475,right,1.26363264395375,27,,darker
249,6,0.5125,right,1.21125716987345,26,,brighter
250,9,0.55,right,0.629751697723021,24,,brighter
251,2,0.4625,left,1.56062680908803,33,,darker
252,3,0.475,right,1.072592331005,28,,darker
253,3,0.475,right,0.67888776148643,29,,darker
254,5,0.5,right,1.39526423286922,28,,darker
255,6,0.5125,left,1.72907386802205,27,,brighter
256,4,0.4875,right,1.74418667724923,28,,darker
257,2,0.4625,right,0.705658217181552,34,,darker
258,7,0.525,left,1.14943492913704,30,,brighter
259,6,0.5125,left,1.98972647924509,28,,brighter
260,6,0.5125,left,0.698718160744751,29,,brighter
261,9,0.55,right,1.2590582031603,25,,brighter
262,5,0.5,left,1.7878530378548,29,,brighter
263,5,0.5,left,1.33322149525417,30,,brighter
264,6,0.5125,left,0.666381843964425,30,,brighter
265,3,0.475,right,0.609214890089416,30,,darker
266,9,0.55,right,0.922091444261121,26,,brighter
267,8,0.5375,left,0.555840521703412,33,,brighter
268,5,0.5,left,1.93887134500467,31,,darker
269,6,0.5125,right,1.87778150726558,31,,brighter
270,1,0.45,right,0.688397947450394,27,,darker
271,6,0.5125,left,1.23355903250689,32,,brighter
272,6,0.5125,right,1.00887663622401,33,,brighter
273,1,0.45,left,0.848415990253737,28,,darker
274,7,0.525,right,0.815783206794282,31,,brighter
275,5,0.5,left,0.849333407635657,32,,brighter
276,6,0.5125,left,1.2067238861091,34,,brighter
277,9,0.55,left,0.947706317435954,27,,brighter
278,1,0.45,left,0.6323586086252,29,,darker
279,1,0.45,right,1.31978035754707,30,,darker
280,3,0.475,right,0.780762687061567,31,,darker
281,6,0.5125,left,1.15773118909984,35,,brighter
282,3,0.475,right,1.42831131182347,32,,darker
283,2,0.4625,left,1.71628442079167,35,,darker
284,9,0.55,left,1.39638376232194,28,,brighter
285,7,0.525,left,1.85792902986179,32,,brighter
286,3,0.475,left,0.79482384929996,33,,darker
287,5,0.5,right,1.12678222138623,33,,brighter
288,7,0.525,right,1.31119282930398,33,,brighter
289,1,0.45,left,1.20002778124908,31,,darker
290,2,0.4625,left,1.4473618036346,36,,darker
291,1,0.45,right,1.00670603053166,32,,darker
292,4,0.4875,right,0.840993329322692,29,,brighter
293,8,0.5375,left,1.09099204982835,34,,brighter
294,5,0.5,right,1.27329938918077,34,,brighter
295,9,0.55,left,1.59144190698664,29,,brighter
296,1,0.45,right,0.998907762700791,33,,darker
297,5,0.5,left,1.44656747130594,35,,darker
298,6,0.5125,right,1.95397275819405,36,,brighter
299,1,0.45,right,1.11494849393817,34,,darker
300,7,0.525,left,1.52814183825735,34,,brighter
301,4,0.4875,right,0.85272669704174,30,,darker
302,3,0.475,left,1.08710515965354,34,,darker
303,8,0.5375,right,0.508651070670474,35,,brighter
304,4,0.4875,left,0.961142616667973,31,,darker
305,7,0.525,right,1.39745528892093,35,,brighter
306,4,0.4875,left,0.664452602360272,32,,darker
307,9,0.55,left,1.11367173292863,30,,brighter
308,3,0.475,right,1.24132903084585,35,,darker
309,4,0.4875,left,1.13656045405107,33,,darker
310,1,0.45,right,1.75322524986566,35,,darker
311,5,0.5,right,1.30066843418881,36,,brighter
312,1,0.45,left,1.90329321170654,36,,darker
313,4,0.4875,left,1.71460817130924,34,,darker
314,4,0.4875,right,1.74934773808538,35,,darker
315,4,0.4875,left,0.791133851041873,36,,darker
316,1,0.45,left,1.59922452170923,37,,darker
317,8,0.5375,right,1.84881749164221,36,,brighter
318,7,0.525,right,1.77036258031801,36,,brighter
319,8,0.5375,left,1.89458642150213,37,,brighter
320,4,0.4875,right,0.92752295100267,37,,darker
321,9,0.55,left,1.96637205051124,31,,brighter
322,6,0.5125,right,0.654123704156175,37,,brighter
323,6,0.5125,right,1.26300764407904,38,,brighter
324,1,0.45,right,0.52610234895861,38,,darker
325,7,0.525,left,0.899647440263644,37,,brighter
326,9,0.55,right,1.55880288779643,32,,brighter
327,8,0.5375,right,1.3794552337638,38,,brighter
328,1,0.45,right,1.20537834148843,39,,darker
329,7,0.525,right,1.27604797506268,38,,brighter
330,1,0.45,right,1.06613356961207,40,,darker
331,9,0.55,left,1.86190170980536,33,,brighter
332,4,0.4875,right,1.57152408207583,38,,darker
333,9,0.55,right,1.58733072416134,34,,brighter
334,7,0.525,right,0.716338838118828,39,,brighter
335,2,0.4625,left,1.50531961996945,37,,darker
336,1,0.45,left,0.779734124993026,41,,darker
337,2,0.4625,right,1.27074349392304,38,,darker
338,9,0.55,right,1.616998463408,35,,brighter
339,7,0.525,right,1.02287047506479,40,,brighter
340,4,0.4875,left,1.12864085783234,39,,darker
341,3,0.475,left,0.888351254955096,36,,darker
342,9,0.55,left,1.38167977334768,36,,brighter
343,8,0.5375,left,0.90086501412304,39,,brighter
344,4,0.4875,left,1.42917088011369,40,,darker
345,7,0.525,right,1.83389133420008,41,,brighter
346,3,0.475,right,1.84240501810139,37,,darker
347,3,0.475,right,0.633535233208499,38,,darker
348,6,0.5125,left,1.08859923843416,39,,brighter
349,7,0.525,right,1.69690319369803,42,,brighter
350,8,0.5375,left,0.829086805928033,40,,brighter
351,7,0.525,left,1.17558757824969,43,,brighter
352,2,0.4625,right,1.04308249520192,39,,darker
353,4,0.4875,right,0.78276106141858,41,,brighter
354,3,0.475,left,1.64905695884442,39,,darker
355,3,0.475,right,0.814117747224408,40,,darker
356,2,0.4625,right,1.96182150490467,40,,darker
357,1,0.45,right,1.29844830958002,42,,darker
358,6,0.5125,right,0.924038153500072,40,,darker
359,8,0.5375,left,1.26987428518116,41,,brighter
360,9,0.55,left,1.55131062323182,37,,brighter
361,6,0.5125,left,0.54854136970095,41,,brighter
362,5,0.5,right,0.73996340574093,37,,darker
363,5,0.5,right,1.53194957438058,38,,darker
364,1,0.45,right,1.12520510793925,43,,darker
365,9,0.55,left,1.31179088570364,38,,brighter
366,9,0.55,left,1.86380808820299,39,,brighter
367,1,0.45,left,1.02001583330294,44,,darker
368,3,0.475,right,1.91087930813798,41,,darker
369,8,0.5375,right,1.45639161891544,42,,brighter
370,6,0.5125,left,1.13067694968382,42,,brighter
371,6,0.5125,right,1.41580497072511,43,,brighter
372,7,0.525,right,1.74984255314727,44,,brighter
373,9,0.55,right,1.76164459967326,40,,brighter
374,1,0.45,right,1.59969991051427,45,,darker
375,5,0.5,left,0.568321044415928,39,,darker
376,3,0.475,right,1.6993726191351,42,,darker
377,2,0.4625,right,1.74428555177439,41,,darker
378,8,0.5375,right,1.12065476291758,43,,brighter
379,6,0.5125,right,0.715008426719911,44,,brighter
380,3,0.475,right,1.475428430592,43,,darker
381,2,0.4625,left,1.68855581145609,42,,darker
382,4,0.4875,right,1.69252668774322,42,,darker
383,5,0.5,right,1.53512926056469,40,,darker
384,5,0.5,left,0.594878505914241,41,,darker
385,3,0.475,right,1.08740439393376,44,,darker
386,6,0.5125,left,1.73187021724193,45,,brighter
387,2,0.4625,right,0.789151753555723,43,,darker
388,8,0.5375,right,0.973020849435753,44,,brighter
389,2,0.4625,right,1.2746033873917,44,,darker
390,5,0.5,left,1.30526799948926,42,,brighter
391,7,0.525,left,1.87531157761279,45,,brighter
392,3,0.475,right,1.16017077047749,45,,darker
393,8,0.5375,left,1.55318187832052,45,,brighter
394,5,0.5,left,1.10680075405654,43,,darker
395,5,0.5,left,1.76099495393081,44,,brighter
396,4,0.4875,right,1.75784716150092,43,,darker
397,7,0.525,left,0.923996189761249,46,,brighter
398,3,0.475,left,0.839706675652708,46,,darker
399,8,0.5375,left,0.543461154245979,46,,brighter
400,6,0.5125,left,0.656139757876062,46,,brighter
401,9,0.55,right,0.580448523393631,41,,brighter
402,4,0.4875,left,1.80758492107002,44,,brighter
403,7,0.525,right,0.928700337585081,47,,darker
404,8,0.5375,right,1.86844953961443,47,,brighter
405,3,0.475,left,1.12243155966261,47,,darker
406,4,0.4875,right,1.21051469617161,45,,brighter
407,9,0.55,right,0.83615918766436,42,,brighter
408,5,0.5,right,0.911738320111804,45,,darker
409,3,0.475,right,0.553713683955431,48,,darker
410,2,0.4625,left,1.1768448969638,45,,darker
411,6,0.5125,left,0.752169098174903,47,,brighter
412,1,0.45,right,1.8631700660145,46,,darker
413,6,0.5125,right,1.17799956336206,48,,brighter
414,5,0.5,right,1.14573916774674,46,,brighter
415,1,0.45,right,1.5339641463891,47,,darker
416,8,0.5375,left,1.97500085595209,48,,brighter
417,1,0.45,right,1.11287689685844,48,,darker
418,3,0.475,left,0.914287655546819,49,,darker
419,5,0.5,right,0.835749292960446,47,,darker
420,6,0.5125,left,1.40391147977182,49,,brighter
421,9,0.55,left,1.71744524284164,43,,brighter
422,6,0.5125,right,0.527864360170763,50,,brighter
423,4,0.4875,right,1.60037335542809,46,,darker
424,4,0.4875,left,1.22500118091332,47,,darker
425,9,0.55,left,0.53874497650152,44,,brighter
426,5,0.5,left,1.91268994068018,48,,darker
427,4,0.4875,left,1.86726845050912,48,,darker
428,9,0.55,right,0.96213841869054,45,,brighter
429,7,0.525,left,1.77618061321844,48,,brighter
430,2,0.4625,right,0.87306393577735,46,,darker
431,4,0.4875,right,1.37842879696786,49,,brighter
432,9,0.55,right,1.42450025745414,46,,brighter
433,8,0.5375,right,0.561688197801144,49,,brighter
434,9,0.55,left,0.696002858093111,47,,brighter
435,2,0.4625,left,1.41864970296572,47,,darker
436,1,0.45,right,1.26757037368043,49,,darker
437,9,0.55,right,1.99512260028954,48,,brighter
438,4,0.4875,left,1.219486671287,50,,darker
439,2,0.4625,right,1.29915282574365,48,,darker
440,5,0.5,left,0.766807083759817,49,,darker
441,1,0.45,left,1.33533028670837,50,,darker
442,2,0.4625,left,1.19894986633292,49,,darker
443,2,0.4625,left,1.33161270961059,50,,darker
444,8,0.5375,right,0.797607796115081,50,,brighter
445,9,0.55,left,1.88192720258998,49,,brighter
446,7,0.525,left,0.93974644879213,49,,brighter
447,5,0.5,right,1.02404055438126,50,,brighter
448,9,0.55,left,1.8062763846543,50,,brighter
449,7,0.525,left,1.17819238352315,50,,brighter
450,3,0.475,left,0.993982454593016,50,,darker
